Código Faculdade;Código Curso;Provas de ingresso;Nota candidatura;Pontos provas de ingresso;Média do secundário;Provas de ingresso
3063;9801;Um dos seguintes conjuntos: 11 História 18 Português ou 09 Geografia 18 Português ou 04 Economia 18 Português;95 pontos;95 pontos;50%;50%
3063;L023;Um dos seguintes conjuntos: 16 Matemática 18 Português ou 04 Economia 16 Matemática ou 09 Geografia 16 Matemática;95 pontos;95 pontos;50%;50%
3063;L056;Um dos seguintes conjuntos: 16 Matemática 18 Português ou 04 Economia 16 Matemática ou 09 Geografia 16 Matemática;95 pontos;95 pontos;50%;50%
3063;L310;Um dos seguintes conjuntos: 16 Matemática 18 Português ou 04 Economia 19 Matemática A ou 04 Economia 16 Matemática;95 pontos;95 pontos;50%;50%
3064;9089;07 Física e Química 16 Matemática;95 pontos;95 pontos;50%;50%
3064;9104;07 Física e Química 16 Matemática;95 pontos;95 pontos;50%;50%
3064;9105;07 Física e Química 16 Matemática;95 pontos;95 pontos;50%;50%
3064;9119;16 Matemática e Uma das seguintes provas: 02 Biologia e Geologia 07 Física e Química 10 Geometria Descritiva 18 Português;95 pontos;95 pontos;50%;50%
3064;9123;07 Física e Química 16 Matemática;95 pontos;95 pontos;50%;50%
3064;9455;07 Física e Química 16 Matemática;95 pontos;95 pontos;50%;50%
3064;9540;Um dos seguintes conjuntos: 07 Física e Química 16 Matemática ou 02 Biologia e Geologia 16 Matemática;95 pontos;95 pontos;50%;50%
3064;9770;16 Matemática e Uma das seguintes provas: 02 Biologia e Geologia 07 Física e Química 10 Geometria Descritiva 18 Português;95 pontos;95 pontos;50%;50%
3064;9885;16 Matemática e Uma das seguintes provas: 02 Biologia e Geologia 07 Física e Química 10 Geometria Descritiva 18 Português;95 pontos;95 pontos;50%;50%
3064;9885;16 Matemática e Uma das seguintes provas: 02 Biologia e Geologia 07 Física e Química 10 Geometria Descritiva 18 Português;95 pontos;95 pontos;50%;50%
3064;L155;Um dos seguintes conjuntos: 02 Biologia e Geologia 18 Português ou 04 Economia 16 Matemática ou 16 Matemática 18 Português ou 10 Geometria Descritiva 18 Português ou 07 Física e Química 18 Português;95 pontos;95 pontos;50%;50%
3064;L209;16 Matemática e Uma das seguintes provas: 02 Biologia e Geologia 04 Economia 07 Física e Química 10 Geometria Descritiva 18 Português;95 pontos;95 pontos;50%;50%
3064;L226;16 Matemática e Uma das seguintes provas: 02 Biologia e Geologia 07 Física e Química 10 Geometria Descritiva 18 Português;95 pontos;95 pontos;50%;50%
3065;9058;Um dos seguintes conjuntos: 04 Economia (25%) 17 Mat. Apl. Ciências Soc. (25%) ou 04 Economia (30%) 18 Português (20%) ou 17 Mat. Apl. Ciências Soc. (30%) 18 Português (20%);95 pontos;95 pontos;50%;50%
3065;9119;Um dos seguintes conjuntos: 02 Biologia e Geologia (20%) 16 Matemática (30%) ou 07 Física e Química (20%) 16 Matemática (30%) ou 16 Matemática (30%) 18 Português (20%);95 pontos;95 pontos;50%;50%
3065;9147;Um dos seguintes conjuntos: 04 Economia (25%) 17 Mat. Apl. Ciências Soc. (25%) ou 04 Economia (30%) 18 Português (20%) ou 17 Mat. Apl. Ciências Soc. (30%) 18 Português (20%);95 pontos;95 pontos;50%;50%
3065;9205;Um dos seguintes conjuntos: 04 Economia (25%) 17 Mat. Apl. Ciências Soc. (25%) ou 04 Economia (30%) 18 Português (20%) ou 17 Mat. Apl. Ciências Soc. (30%) 18 Português (20%);95 pontos;95 pontos;50%;50%
3065;9205;Um dos seguintes conjuntos: 04 Economia (25%) 17 Mat. Apl. Ciências Soc. (25%) ou 04 Economia (30%) 18 Português (20%) ou 17 Mat. Apl. Ciências Soc. (30%) 18 Português (20%);95 pontos;95 pontos;50%;50%
3065;9895;Um dos seguintes conjuntos: 04 Economia (30%) 18 Português (20%) ou 16 Matemática (30%) 18 Português (20%) ou 10 Geometria Descritiva (30%) 18 Português (20%);95 pontos;95 pontos;50%;50%
3065;L305;Um dos seguintes conjuntos: 04 Economia (30%) 18 Português (20%) ou 02 Biologia e Geologia (30%) 18 Português (20%) ou 16 Matemática (30%) 18 Português (20%);95 pontos;95 pontos;50%;50%
3081;8337;Duas das seguintes provas: 03 Desenho 10 Geometria Descritiva 12 Hist. da Cultura e Artes 18 Português;100 pontos;100 pontos;50%;50%
3081;9023;Um dos seguintes conjuntos: 11 História 18 Português ou 06 Filosofia 18 Português ou 13 Inglês 18 Português;100 pontos;100 pontos;50%;50%
3081;9070;Um dos seguintes conjuntos: 03 Desenho 18 Português ou 03 Desenho 10 Geometria Descritiva ou 03 Desenho 12 Hist. da Cultura e Artes ou 10 Geometria Descritiva 12 Hist. da Cultura e Artes;100 pontos;100 pontos;50%;50%
3081;9070;Um dos seguintes conjuntos: 03 Desenho 18 Português ou 03 Desenho 10 Geometria Descritiva ou 03 Desenho 12 Hist. da Cultura e Artes ou 10 Geometria Descritiva 12 Hist. da Cultura e Artes;100 pontos;100 pontos;50%;50%
3081;9084;Duas das seguintes provas: 04 Economia 09 Geografia 11 História 18 Português;100 pontos;100 pontos;50%;50%
3081;9563;Um dos seguintes conjuntos: 02 Biologia e Geologia 18 Português ou 17 Mat. Apl. Ciências Soc. 18 Português ou 02 Biologia e Geologia 16 Matemática;100 pontos;100 pontos;50%;50%
3081;9853;17 Mat. Apl. Ciências Soc. 18 Português;100 pontos;100 pontos;50%;50%
3082;9147;Um dos seguintes conjuntos: 04 Economia 18 Português ou 17 Mat. Apl. Ciências Soc. 18 Português ou 04 Economia 09 Geografia ou 04 Economia 13 Inglês ou 04 Economia 17 Mat. Apl. Ciências Soc. ou 04 Economia 06 Filosofia;100 pontos;100 pontos;50%;50%
3082;9148;Um dos seguintes conjuntos: 04 Economia 18 Português ou 17 Mat. Apl. Ciências Soc. 18 Português ou 04 Economia 09 Geografia ou 04 Economia 13 Inglês ou 04 Economia 17 Mat. Apl. Ciências Soc. ou 04 Economia 06 Filosofia;100 pontos;100 pontos;50%;50%
3082;9173;Um dos seguintes conjuntos: 09 Geografia 18 Português ou 17 Mat. Apl. Ciências Soc. 18 Português ou 04 Economia 09 Geografia ou 04 Economia 18 Português ou 04 Economia 17 Mat. Apl. Ciências Soc. ou 04 Economia 13 Inglês;100 pontos;100 pontos;50%;50%
3082;9205;Duas das seguintes provas: 04 Economia 09 Geografia 17 Mat. Apl. Ciências Soc. 18 Português;100 pontos;100 pontos;50%;50%
3082;9205;Duas das seguintes provas: 04 Economia 09 Geografia 17 Mat. Apl. Ciências Soc. 18 Português;100 pontos;100 pontos;50%;50%
3082;9254;Um dos seguintes conjuntos: 09 Geografia 18 Português ou 06 Filosofia 18 Português ou 11 História 13 Inglês ou 11 História 18 Português ou 13 Inglês 18 Português ou 04 Economia 18 Português;100 pontos;100 pontos;50%;50%
3083;9089;07 Física e Química 16 Matemática;100 pontos;100 pontos;50%;50%
3083;9123;07 Física e Química 16 Matemática;100 pontos;100 pontos;50%;50%
3083;L209;16 Matemática e Uma das seguintes provas: 04 Economia 07 Física e Química 10 Geometria Descritiva 18 Português;100 pontos;100 pontos;50%;50%
3087;9147;Um dos seguintes conjuntos: 04 Economia 18 Português ou 17 Mat. Apl. Ciências Soc. 18 Português ou 04 Economia 09 Geografia ou 04 Economia 13 Inglês ou 04 Economia 17 Mat. Apl. Ciências Soc. ou 04 Economia 06 Filosofia;100 pontos;100 pontos;50%;50%
3087;9148;Um dos seguintes conjuntos: 04 Economia 18 Português ou 17 Mat. Apl. Ciências Soc. 18 Português ou 04 Economia 09 Geografia ou 04 Economia 13 Inglês ou 04 Economia 17 Mat. Apl. Ciências Soc. ou 04 Economia 06 Filosofia;100 pontos;100 pontos;50%;50%
3087;9254;Um dos seguintes conjuntos: 09 Geografia 18 Português ou 06 Filosofia 18 Português ou 11 História 13 Inglês ou 11 História 18 Português ou 13 Inglês 18 Português ou 04 Economia 18 Português;100 pontos;100 pontos;50%;50%
3091;9473;Um dos seguintes conjuntos: 17 Mat. Apl. Ciências Soc. 18 Português ou 06 Filosofia 18 Português ou 11 História 18 Português;95 pontos;95 pontos;50%;50%
3091;9563;Um dos seguintes conjuntos: 02 Biologia e Geologia 18 Português ou 17 Mat. Apl. Ciências Soc. 18 Português ou 02 Biologia e Geologia 16 Matemática;95 pontos;95 pontos;50%;50%
3091;9652;Duas das seguintes provas: 06 Filosofia 11 História 18 Português;95 pontos;95 pontos;50%;50%
3091;9853;Um dos seguintes conjuntos: 16 Matemática 18 Português ou 17 Mat. Apl. Ciências Soc. 18 Português ou 19 Matemática A 18 Português;95 pontos;95 pontos;50%;50%
3091;L034;Um dos seguintes conjuntos: 02 Biologia e Geologia 18 Português ou 17 Mat. Apl. Ciências Soc. 18 Português ou 02 Biologia e Geologia 16 Matemática;95 pontos;95 pontos;50%;50%
3092;9056;Um dos seguintes conjuntos: 04 Economia 18 Português ou 17 Mat. Apl. Ciências Soc. 18 Português ou 06 Filosofia 09 Geografia;95 pontos;95 pontos;50%;50%
3092;9089;07 Física e Química 16 Matemática;95 pontos;95 pontos;50%;50%
3092;9119;Um dos seguintes conjuntos: 16 Matemática 18 Português ou 07 Física e Química 16 Matemática ou 10 Geometria Descritiva 16 Matemática;95 pontos;95 pontos;50%;50%
3092;9147;Um dos seguintes conjuntos: 04 Economia 18 Português ou 17 Mat. Apl. Ciências Soc. 18 Português ou 06 Filosofia 09 Geografia;95 pontos;95 pontos;50%;50%
3092;9157;Um dos seguintes conjuntos: 04 Economia 18 Português ou 06 Filosofia 13 Inglês ou 17 Mat. Apl. Ciências Soc. 18 Português;95 pontos;95 pontos;50%;50%
3092;9157;Um dos seguintes conjuntos: 04 Economia 18 Português ou 06 Filosofia 13 Inglês ou 17 Mat. Apl. Ciências Soc. 18 Português;95 pontos;95 pontos;50%;50%
3092;9157;Um dos seguintes conjuntos: 04 Economia 18 Português ou 06 Filosofia 13 Inglês ou 17 Mat. Apl. Ciências Soc. 18 Português;95 pontos;95 pontos;50%;50%
3092;9205;Um dos seguintes conjuntos: 04 Economia 18 Português ou 06 Filosofia 13 Inglês ou 17 Mat. Apl. Ciências Soc. 18 Português;95 pontos;95 pontos;50%;50%
3092;9205;Um dos seguintes conjuntos: 04 Economia 18 Português ou 06 Filosofia 13 Inglês ou 17 Mat. Apl. Ciências Soc. 18 Português;95 pontos;95 pontos;50%;50%
3095;9173;Um dos seguintes conjuntos: 04 Economia 18 Português ou 13 Inglês 18 Português ou 17 Mat. Apl. Ciências Soc. 18 Português;95 pontos;95 pontos;50%;50%
3101;8014;Duas das seguintes provas: 04 Economia 11 História 18 Português;100 pontos;100 pontos;50%;50%
3101;9084;Duas das seguintes provas: 06 Filosofia 09 Geografia 11 História 18 Português;100 pontos;100 pontos;50%;50%
3101;9238;Duas das seguintes provas: 04 Economia 11 História 18 Português;100 pontos;100 pontos;50%;50%
3101;9853;17 Mat. Apl. Ciências Soc. 18 Português;100 pontos;100 pontos;50%;50%
3102;8015;Um dos seguintes conjuntos: 11 História 18 Português ou 04 Economia 18 Português ou 06 Filosofia 18 Português;100 pontos;100 pontos;50%;50%
3102;9002;Um dos seguintes conjuntos: 04 Economia 18 Português ou 11 História 18 Português ou 17 Mat. Apl. Ciências Soc. 18 Português;100 pontos;100 pontos;50%;50%
3102;9089;07 Física e Química 16 Matemática;100 pontos;100 pontos;50%;50%
3102;9104;07 Física e Química 16 Matemática;100 pontos;100 pontos;50%;50%
3102;9112;16 Matemática e Uma das seguintes provas: 02 Biologia e Geologia 07 Física e Química 10 Geometria Descritiva 18 Português;100 pontos;100 pontos;50%;50%
3102;9119;Um dos seguintes conjuntos: 16 Matemática 18 Português ou 02 Biologia e Geologia 16 Matemática ou 07 Física e Química 16 Matemática;100 pontos;100 pontos;50%;50%
3102;9123;07 Física e Química 16 Matemática;100 pontos;100 pontos;50%;50%
3102;9147;Duas das seguintes provas: 04 Economia 17 Mat. Apl. Ciências Soc. 18 Português;100 pontos;100 pontos;50%;50%
3102;9205;Duas das seguintes provas: 04 Economia 17 Mat. Apl. Ciências Soc. 18 Português;100 pontos;100 pontos;50%;50%
3102;9205;Duas das seguintes provas: 04 Economia 17 Mat. Apl. Ciências Soc. 18 Português;100 pontos;100 pontos;50%;50%
3102;9242;Um dos seguintes conjuntos: 11 História 18 Português ou 04 Economia 18 Português ou 06 Filosofia 18 Português;100 pontos;100 pontos;50%;50%
3102;9885;Um dos seguintes conjuntos: 16 Matemática 18 Português ou 02 Biologia e Geologia 16 Matemática ou 07 Física e Química 16 Matemática;100 pontos;100 pontos;50%;50%
3102;9885;Um dos seguintes conjuntos: 16 Matemática 18 Português ou 02 Biologia e Geologia 16 Matemática ou 07 Física e Química 16 Matemática;100 pontos;100 pontos;50%;50%
3102;9991;Duas das seguintes provas: 04 Economia 17 Mat. Apl. Ciências Soc. 18 Português;100 pontos;100 pontos;50%;50%
3103;9074;Duas das seguintes provas: 03 Desenho 10 Geometria Descritiva 12 Hist. da Cultura e Artes 18 Português;100 pontos;100 pontos;50%;50%
3103;9074;Duas das seguintes provas: 03 Desenho 10 Geometria Descritiva 12 Hist. da Cultura e Artes 18 Português;100 pontos;100 pontos;50%;50%
3103;9243;Um dos seguintes conjuntos: 15 Literatura Portuguesa 18 Português ou 12 Hist. da Cultura e Artes 18 Português ou 13 Inglês 18 Português ou 06 Filosofia 15 Literatura Portuguesa ou 06 Filosofia 18 Português ou 03 Desenho 18 Português;100 pontos;100 pontos;50%;50%
3105;9013;Duas das seguintes provas: 02 Biologia e Geologia 07 Física e Química 16 Matemática;100 pontos;100 pontos;50%;50%
3105;9016;Um dos seguintes conjuntos: 02 Biologia e Geologia 07 Física e Química ou 02 Biologia e Geologia 16 Matemática ou 02 Biologia e Geologia 18 Português;100 pontos;100 pontos;50%;50%
3105;9087;Um dos seguintes conjuntos: 02 Biologia e Geologia 16 Matemática ou 07 Física e Química 16 Matemática;100 pontos;100 pontos;50%;50%
3105;9178;Um dos seguintes conjuntos: 04 Economia 18 Português ou 09 Geografia 18 Português ou 16 Matemática 18 Português;100 pontos;100 pontos;50%;50%
3105;9207;Duas das seguintes provas: 04 Economia 09 Geografia 18 Português;100 pontos;100 pontos;50%;50%
3105;9254;Duas das seguintes provas: 09 Geografia 11 História 18 Português;100 pontos;100 pontos;50%;50%
3105;9848;Duas das seguintes provas: 09 Geografia 11 História 18 Português;100 pontos;100 pontos;50%;50%
3105;L131;Duas das seguintes provas: 04 Economia 17 Mat. Apl. Ciências Soc. 18 Português;100 pontos;100 pontos;50%;50%
3112;8307;Duas das seguintes provas: 03 Desenho 10 Geometria Descritiva 12 Hist. da Cultura e Artes;95 pontos;95 pontos;50%;50%
3112;9853;Um dos seguintes conjuntos: 16 Matemática 18 Português ou 17 Mat. Apl. Ciências Soc. 18 Português ou 19 Matemática A 18 Português;95 pontos;95 pontos;50%;50%
3112;9876;Um dos seguintes conjuntos: 16 Matemática 18 Português ou 17 Mat. Apl. Ciências Soc. 18 Português ou 19 Matemática A 18 Português;95 pontos;95 pontos;50%;50%
3112;L134;Um dos seguintes conjuntos: 11 História 18 Português ou 06 Filosofia 18 Português ou 13 Inglês 16 Matemática;95 pontos;95 pontos;50%;50%
3113;8438;Duas das seguintes provas: 11 História 16 Matemática 18 Português;95 pontos;95 pontos;50%;50%
3113;8439;Duas das seguintes provas: 11 História 16 Matemática 18 Português;95 pontos;95 pontos;50%;50%
3113;9010;Duas das seguintes provas: 06 Filosofia 10 Geometria Descritiva 12 Hist. da Cultura e Artes 18 Português;95 pontos;95 pontos;50%;50%
3113;9191;Duas das seguintes provas: 06 Filosofia 09 Geografia 11 História 18 Português;95 pontos;95 pontos;50%;50%
3113;9222;Duas das seguintes provas: 11 História 16 Matemática 18 Português;95 pontos;95 pontos;50%;50%
3113;9231;Duas das seguintes provas: 11 História 16 Matemática 18 Português;95 pontos;95 pontos;50%;50%
3117;8015;Duas das seguintes provas: 04 Economia 11 História 18 Português;100 pontos;100 pontos;50%;50%
3117;9058;Duas das seguintes provas: 04 Economia 16 Matemática 18 Português;100 pontos;100 pontos;50%;50%
3117;9147;Duas das seguintes provas: 04 Economia 16 Matemática 18 Português;100 pontos;100 pontos;50%;50%
3117;9242;Duas das seguintes provas: 04 Economia 11 História 18 Português;100 pontos;100 pontos;50%;50%
3117;9476;Duas das seguintes provas: 04 Economia 16 Matemática 18 Português;100 pontos;100 pontos;50%;50%
3117;9870;Duas das seguintes provas: 04 Economia 16 Matemática 18 Português;100 pontos;100 pontos;50%;50%
3117;9889;Duas das seguintes provas: 04 Economia 16 Matemática 18 Português;100 pontos;100 pontos;50%;50%
3117;9991;Duas das seguintes provas: 04 Economia 16 Matemática 18 Português;100 pontos;100 pontos;50%;50%
3117;L035;Duas das seguintes provas: 04 Economia 09 Geografia 18 Português;100 pontos;100 pontos;50%;50%
3118;9089;07 Física e Química 19 Matemática A;95 pontos;95 pontos;50%;50%
3118;9108;19 Matemática A e Uma das seguintes provas: 02 Biologia e Geologia 07 Física e Química 10 Geometria Descritiva 18 Português;95 pontos;95 pontos;50%;50%
3118;9109;19 Matemática A e Uma das seguintes provas: 02 Biologia e Geologia 07 Física e Química 10 Geometria Descritiva 18 Português;95 pontos;95 pontos;50%;50%
3118;9121;Um dos seguintes conjuntos: 19 Matemática A 18 Português ou 07 Física e Química 19 Matemática A ou 02 Biologia e Geologia 19 Matemática A;100 pontos;100 pontos;50%;50%
3118;9123;07 Física e Química 19 Matemática A;95 pontos;95 pontos;50%;50%
3118;9126;07 Física e Química 19 Matemática A;95 pontos;95 pontos;50%;50%
3118;9455;07 Física e Química 19 Matemática A;100 pontos;100 pontos;50%;50%
3118;L052;Um dos seguintes conjuntos: 19 Matemática A 18 Português ou 07 Física e Química 19 Matemática A ou 02 Biologia e Geologia 19 Matemática A;95 pontos;95 pontos;50%;50%
3118;L085;Um dos seguintes conjuntos: 16 Matemática 18 Português ou 07 Física e Química 19 Matemática A ou 02 Biologia e Geologia 19 Matemática A ou 10 Geometria Descritiva 16 Matemática;95 pontos;95 pontos;50%;50%
3118;L117;Um dos seguintes conjuntos: 19 Matemática A 18 Português ou 07 Física e Química 19 Matemática A ou 04 Economia 19 Matemática A;95 pontos;95 pontos;50%;50%
3118;L119;Um dos seguintes conjuntos: 19 Matemática A 18 Português ou 07 Física e Química 19 Matemática A ou 04 Economia 19 Matemática A;95 pontos;95 pontos;50%;50%
3118;L213;07 Física e Química 19 Matemática A;100 pontos;100 pontos;50%;50%
3121;8014;18 Português e Uma das seguintes provas: 02 Biologia e Geologia 06 Filosofia 09 Geografia 11 História;100 pontos;100 pontos;50%;50%
3121;9084;18 Português e Uma das seguintes provas: 02 Biologia e Geologia 06 Filosofia 09 Geografia 11 História;100 pontos;100 pontos;50%;50%
3121;9238;18 Português e Uma das seguintes provas: 02 Biologia e Geologia 06 Filosofia 09 Geografia 11 História;100 pontos;100 pontos;50%;50%
3121;9254;18 Português e Uma das seguintes provas: 02 Biologia e Geologia 04 Economia 09 Geografia 11 História;100 pontos;100 pontos;50%;50%
3121;9773;18 Português e Uma das seguintes provas: 02 Biologia e Geologia 06 Filosofia 09 Geografia 11 História;100 pontos;100 pontos;50%;50%
3121;9773;18 Português e Uma das seguintes provas: 02 Biologia e Geologia 06 Filosofia 09 Geografia 11 História;100 pontos;100 pontos;50%;50%
3121;9853;Um dos seguintes conjuntos: 16 Matemática 18 Português ou 17 Mat. Apl. Ciências Soc. 18 Português;100 pontos;100 pontos;50%;50%
3124;9070;Um dos seguintes conjuntos: 03 Desenho 10 Geometria Descritiva ou 03 Desenho 12 Hist. da Cultura e Artes ou 10 Geometria Descritiva 12 Hist. da Cultura e Artes ou 03 Desenho 18 Português ou 16 Matemática 18 Português ou 06 Filosofia 18 Português;100 pontos;100 pontos;50%;50%
3124;9070;Um dos seguintes conjuntos: 03 Desenho 10 Geometria Descritiva ou 03 Desenho 12 Hist. da Cultura e Artes ou 10 Geometria Descritiva 12 Hist. da Cultura e Artes ou 03 Desenho 18 Português ou 16 Matemática 18 Português ou 06 Filosofia 18 Português;100 pontos;100 pontos;50%;50%
3124;9089;07 Física e Química 19 Matemática A;100 pontos;100 pontos;50%;50%
3124;9119;Um dos seguintes conjuntos: 07 Física e Química 16 Matemática ou 02 Biologia e Geologia 16 Matemática ou 04 Economia 16 Matemática;100 pontos;100 pontos;50%;50%
3124;9147;Um dos seguintes conjuntos: 04 Economia 18 Português ou 16 Matemática 18 Português ou 17 Mat. Apl. Ciências Soc. 18 Português;100 pontos;100 pontos;50%;50%
3124;9670;Um dos seguintes conjuntos: 04 Economia 18 Português ou 16 Matemática 18 Português ou 11 História 18 Português;100 pontos;100 pontos;50%;50%
3124;9991;Um dos seguintes conjuntos: 04 Economia 18 Português ou 16 Matemática 18 Português ou 17 Mat. Apl. Ciências Soc. 18 Português;100 pontos;100 pontos;50%;50%
3124;L308;Um dos seguintes conjuntos: 03 Desenho 10 Geometria Descritiva ou 03 Desenho 12 Hist. da Cultura e Artes ou 10 Geometria Descritiva 12 Hist. da Cultura e Artes ou 03 Desenho 18 Português ou 16 Matemática 18 Português ou 06 Filosofia 18 Português;100 pontos;100 pontos;50%;50%
3124;L309;07 Física e Química 16 Matemática;100 pontos;100 pontos;50%;50%
3125;9003;Um dos seguintes conjuntos: 02 Biologia e Geologia 18 Português ou 02 Biologia e Geologia 16 Matemática ou 02 Biologia e Geologia 07 Física e Química;100 pontos;100 pontos;50%;50%
3125;9085;Um dos seguintes conjuntos: 02 Biologia e Geologia 18 Português ou 02 Biologia e Geologia 16 Matemática ou 02 Biologia e Geologia 07 Física e Química;100 pontos;100 pontos;50%;50%
3125;9130;Um dos seguintes conjuntos: 02 Biologia e Geologia 18 Português ou 02 Biologia e Geologia 16 Matemática ou 02 Biologia e Geologia 07 Física e Química;100 pontos;100 pontos;50%;50%
3125;9563;Duas das seguintes provas: 02 Biologia e Geologia 16 Matemática 18 Português;100 pontos;100 pontos;50%;50%
3131;8002;Duas das seguintes provas: 05 Espanhol 08 Francês 13 Inglês 18 Português;100 pontos;100 pontos;50%;50%
3131;8264;Duas das seguintes provas: 03 Desenho 10 Geometria Descritiva 12 Hist. da Cultura e Artes 18 Português;100 pontos;100 pontos;50%;50%
3131;9084;Duas das seguintes provas: 06 Filosofia 11 História 17 Mat. Apl. Ciências Soc. 18 Português;100 pontos;100 pontos;50%;50%
3131;9563;Um dos seguintes conjuntos: 02 Biologia e Geologia 18 Português ou 02 Biologia e Geologia 16 Matemática ou 07 Física e Química 18 Português ou 02 Biologia e Geologia 07 Física e Química ou 02 Biologia e Geologia 09 Geografia ou 16 Matemática 18 Português;100 pontos;100 pontos;50%;50%
3131;9807;18 Português e Uma das seguintes provas: 03 Desenho 06 Filosofia 09 Geografia 11 História 13 Inglês 17 Mat. Apl. Ciências Soc.;100 pontos;100 pontos;50%;50%
3131;9853;Um dos seguintes conjuntos: 16 Matemática 18 Português ou 17 Mat. Apl. Ciências Soc. 18 Português ou 19 Matemática A 18 Português;100 pontos;100 pontos;50%;50%
3131;9878;Um dos seguintes conjuntos: 16 Matemática 18 Português ou 11 História 18 Português ou 13 Inglês 18 Português ou 12 Hist. da Cultura e Artes 18 Português ou 15 Literatura Portuguesa 18 Português ou 13 Inglês 16 Matemática;100 pontos;100 pontos;40%;40%
3131;9879;Duas das seguintes provas: 06 Filosofia 11 História 17 Mat. Apl. Ciências Soc. 18 Português;100 pontos;100 pontos;50%;50%
3131;L246;Um dos seguintes conjuntos: 06 Filosofia 18 Português ou 06 Filosofia 12 Hist. da Cultura e Artes ou 12 Hist. da Cultura e Artes 18 Português ou 06 Filosofia 11 História ou 11 História 18 Português ou 12 Hist. da Cultura e Artes 13 Inglês;100 pontos;100 pontos;50%;50%
3131;L272;Um dos seguintes conjuntos: 16 Matemática 18 Português ou 17 Mat. Apl. Ciências Soc. 18 Português ou 19 Matemática A 18 Português;100 pontos;100 pontos;50%;50%
3134;8005;Duas das seguintes provas: 04 Economia 09 Geografia 18 Português;95 pontos;95 pontos;50%;50%
3134;9043;Duas das seguintes provas: 11 História 17 Mat. Apl. Ciências Soc. 18 Português;95 pontos;95 pontos;50%;50%
3134;9053;Um dos seguintes conjuntos: 09 Geografia 18 Português ou 11 História 18 Português ou 13 Inglês 18 Português;95 pontos;95 pontos;50%;50%
3134;9058;Um dos seguintes conjuntos: 04 Economia 17 Mat. Apl. Ciências Soc. ou 04 Economia 18 Português ou 04 Economia 16 Matemática;95 pontos;95 pontos;50%;50%
3134;9205;Duas das seguintes provas: 04 Economia 09 Geografia 18 Português;95 pontos;95 pontos;50%;50%
3134;9205;Duas das seguintes provas: 04 Economia 09 Geografia 18 Português;95 pontos;95 pontos;50%;50%
3134;9227;Um dos seguintes conjuntos: 17 Mat. Apl. Ciências Soc. 18 Português ou 04 Economia 17 Mat. Apl. Ciências Soc. ou 09 Geografia 18 Português;95 pontos;95 pontos;50%;50%
3134;9716;Duas das seguintes provas: 04 Economia 17 Mat. Apl. Ciências Soc. 18 Português;95 pontos;95 pontos;50%;50%
3134;9829;Duas das seguintes provas: 08 Francês 13 Inglês 18 Português;95 pontos;95 pontos;50%;50%
3134;9866;Duas das seguintes provas: 04 Economia 17 Mat. Apl. Ciências Soc. 18 Português;95 pontos;95 pontos;50%;50%
3134;9867;Um dos seguintes conjuntos: 09 Geografia 18 Português ou 11 História 18 Português ou 13 Inglês 18 Português;95 pontos;95 pontos;50%;50%
3134;9870;Um dos seguintes conjuntos: 04 Economia 17 Mat. Apl. Ciências Soc. ou 04 Economia 18 Português ou 04 Economia 16 Matemática;95 pontos;95 pontos;50%;50%
3134;L070;Um dos seguintes conjuntos: 13 Inglês 18 Português ou 04 Economia 18 Português ou 04 Economia 13 Inglês ou 06 Filosofia 18 Português;95 pontos;95 pontos;50%;50%
3135;8316;07 Física e Química 19 Matemática A;95 pontos;95 pontos;50%;50%
3135;9089;07 Física e Química 19 Matemática A;95 pontos;95 pontos;50%;50%
3135;9098;07 Física e Química 19 Matemática A;95 pontos;95 pontos;50%;50%
3135;9104;07 Física e Química 19 Matemática A;95 pontos;95 pontos;50%;50%
3135;9110;Um dos seguintes conjuntos: 10 Geometria Descritiva 19 Matemática A ou 07 Física e Química 19 Matemática A ou 19 Matemática A 18 Português;95 pontos;95 pontos;50%;50%
3135;9112;Um dos seguintes conjuntos: 07 Física e Química 19 Matemática A ou 10 Geometria Descritiva 19 Matemática A ou 19 Matemática A 18 Português;95 pontos;95 pontos;50%;50%
3135;9117;Um dos seguintes conjuntos: 02 Biologia e Geologia 16 Matemática ou 07 Física e Química 16 Matemática;95 pontos;95 pontos;50%;50%
3135;9119;Um dos seguintes conjuntos: 19 Matemática A 18 Português ou 07 Física e Química 19 Matemática A;95 pontos;95 pontos;50%;50%
3135;9123;07 Física e Química 19 Matemática A;95 pontos;95 pontos;50%;50%
3135;9125;07 Física e Química 16 Matemática;95 pontos;95 pontos;50%;50%
3135;9455;07 Física e Química 16 Matemática;95 pontos;95 pontos;50%;50%
3135;9936;07 Física e Química 19 Matemática A;95 pontos;95 pontos;50%;50%
3135;L089;Um dos seguintes conjuntos: 02 Biologia e Geologia 16 Matemática ou 07 Física e Química 16 Matemática ou 16 Matemática 18 Português;95 pontos;95 pontos;50%;50%
3138;8015;Um dos seguintes conjuntos: 11 História 18 Português ou 09 Geografia 18 Português ou 04 Economia 18 Português ou 06 Filosofia 18 Português ou 13 Inglês 18 Português ou 04 Economia 17 Mat. Apl. Ciências Soc.;95 pontos;95 pontos;50%;50%
3138;8097;Duas das seguintes provas: 04 Economia 09 Geografia 17 Mat. Apl. Ciências Soc. 18 Português;95 pontos;95 pontos;50%;50%
3138;8288;16 Matemática e Uma das seguintes provas: 04 Economia 07 Física e Química 10 Geometria Descritiva 18 Português;95 pontos;95 pontos;50%;50%
